dest,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WHERE_CENTRAL_AMERICA,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WHERE_EUROPE,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,WHERE_NORTH_AMERICA,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,WHERE_SOUTH_AMERICA,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM,Hotels,Reviews
"Tifton, GA, United States of America",0,0,0,0.01675877,0.01441991,0.01252304,0.00482505,0.00405157,0,0.00239411,0.0006814,0,0.00423573,0.00103131,0.31373889,0.02738493,0.14412542,0.00086556,0.35009253,0.00303868,0.00103131,0.17933725,0.00086556,0,0,0.00084715,0.0071455,0.07825056,0.07123398,0.07123398,0.07123398,0.07123398,0.00414365,0.00425415,0.00436465,0.03373853,0.00777165,0.00777165,0.0012523,0.00799264,0.00248619,0.00447514,0.00081031,0,0.00346225,0.01441991,0.00081031,0.27655653,0,0,0,0.13849005,0.00292818,0.00364641,0.00642726,0.01136281,0.75,0.00966852,0.00405157,0.00208103,0.06780856,0.47082933,0.00208103,0.19025807,0.094650215,0.35009253,0.00775323,0.00303868,0,0.00073665,0.00062615,0.00130755,0.00103131,0.00348067,0.2817499,0.00551566,0.00095764,0,0.01018418,0.00248619,0.00130755,0.00103131,0.00103131,0.0014733,0,0.06594852,0.00613261,0.00145488,0.231934,0.00239411,0.00346225,0.0012523,0.00071823,0.06594852,0.00346225,0.19311259,0.00244936,0.00246778,0.00103131,0.00103131,0,0.00357275,0.00055249,0.00370166,15,789
"Medina, N/A, Saudi Arabia",0,0,0,0.016945,0.01455767,0.01270875,0.00473404,0.00422609,0,0.00214352,0.00076192,0,0.00424641,0.00114795,0.02965376,0.00172701,0.00739566,0.00079239,0.28734377,0.00307814,0.00114795,0.01611198,0.00079239,0,0,0.00082287,0.00728391,0.00645089,0.01005729,0.01005729,0.01005729,0.01005729,0.00411434,0.0042972,0.00458165,0.00119875,0.00782233,0.00782233,0.00119875,0.00748709,0.00245845,0.00454102,0.00090414,0,0.00358608,0.0040026,0.00090414,0.13580384,0,0.75,0,0.0209476,0.00323052,0.00372831,0.00645089,0.01143889,0,0.009783,0.00372831,0.0020013,0.75,0.04561335,0.00228575,0.00604453,0.009981095,0.28734377,0.00789345,0.00307814,0,0.00076192,0.00064001,0.00135113,0.00095493,0.00352513,0.41617862,0.005633095,0.00079239,0,0.01038237,0.00245845,0.00135113,0.00114795,0.00114795,0.00162542,0,0.01549228,0.00615628,0.00145272,0.01806248,0.00214352,0.00349465,0.00128002,0.00080255,0.01549228,0.00349465,0.01370432,0.00256004,0.00245845,0.00095493,0.00095493,0,0.00369783,0.00030477,0.00372831,11,323
"Fuengirola, Malaga, Spain & Canary Islands",0,0,0,0.53087114,0.15627279,0.19977053,0.00513892,0.00448511,0,0.00233409,0.00085649,0,0.05688769,0.00110493,0.23792013,0.01427259,0.10464171,0.00086956,0.13432451,0.00324288,0.00110493,0.09465155,0.00086956,0,0,0.00090879,0.00776722,0.04732904,0.01070935,0.01070935,0.01070935,0.01070935,0.05236989,0.05574353,0.00496893,0.00600848,0.03544284,0.03544284,0.00132723,0.00822488,0.00246485,0.00483163,0.00096763,0.00015691,0.00381823,0.00429551,0.00096763,0.09187287,0.75,0,0,0.13659976,0.00337364,0.03449482,0.00698919,0.01218695,0,0.23795936,0.00431512,0.0021118,0.00398822,0.32769428,0.00147106,0.00643999,0.095328235,0.13432451,0.02253671,0.00324288,0.00077149,0.00081726,0.00067342,0.00148414,0.00110493,0.04083674,0.31000228,0.00607386,0.00084995,0.00077149,0.08129428,0.00264138,0.00148414,0.00110493,0.00110493,0.0015626,0,0.17521356,0.241333,0.04899625,0.23089825,0.00233409,0.00388361,0.00133377,0.00083687,0.17521356,0.00368093,0.11925428,0.0027133,0.00245831,0.00110493,0.00110493,0.00015691,0.00396861,0.00039882,0.00394899,25,546
"Vernon, BC, Canada",0,0,0,0.0174568,0.03221087,0.01654283,0.00493543,0.00432177,0,0.13291715,0.00097925,0,0.00451762,0.00073118,0.34101476,0.00178877,0.00776873,0.00082257,0.14731869,0.00312055,0.00073118,0.08536467,0.00082257,0,0,0.00091397,0.07921497,0.13443173,0.01039313,0.01039313,0.01039313,0.01039313,0.01621642,0.01719567,0.00464818,0.00121427,0.00814738,0.00814738,0.00131873,0.00792541,0.00246772,0.00468735,0.0009662,0,0.05000714,0.0586115,0.0009662,0.16305201,0,0,0,0.13593325,0.00310749,0.0985911,0.00677643,0.01190771,0.75,0.01018422,0.00382561,0.00202379,0.00391701,0.5994198,0.00147541,0.17758411,0.043282945,0.14731869,0.00813432,0.00312055,0,0.0007834,0.00060061,0.00143624,0.00097925,0.0037081,0.36751985,0.005868985,0.00067895,0,0.010824,0.19880124,0.00143624,0.00073118,0.00073118,0.00104454,0,0.11055104,0.10228615,0.00144929,0.31717323,0.13291715,0.00368199,0.0012665,0.01314809,0.11055104,0.00368199,0.01408817,0.00271579,0.00245466,0.00097925,0.00097925,0,0.0037995,0.0003917,0.00386478,12,438
"Coventry, England, United Kingdom",0,0,0,0.14284337,0.15218968,0.01059522,0.08907124,0.00352717,0,0.00178417,0.0005078,0,0.10695411,0.00076857,0.44390142,0.00142734,0.10740702,0.00064505,0.24439008,0.00252529,0.00076857,0.30418721,0.00064505,0.75,0,0.00063132,0.0060799,0.04748636,0.08853599,0.08853599,0.08853599,0.08853599,0.00345854,0.00356834,0.07724082,0.00102933,0.06134799,0.06134799,0.00116657,0.00654653,0.00185279,0.00378793,0.00080974,0,0.00297819,0.00334875,0.00080974,0.22521711,0,0,0,0.23122839,0.00273115,0.00311544,0.06897875,0.1166847,0,0.00812483,0.00301936,0.001743,0.11426921,0.2310088,0.00155086,0.03723425,0.10230841,0.24439008,0.00654653,0.00252529,0,0.0006176,0.00054898,0.0011803,0.00076857,0.00303309,0.20985953,0.00472805,0.00071367,0,0.00872871,0.0999684,0.0011803,0.00076857,0.00076857,0.00109795,0,0.25950062,0.0050643,0.00130382,0.14288454,0.00178417,0.00300564,0.0010705,0.0006725,0.25950062,0.00300564,0.13234422,0.00223707,0.00183907,0.00076857,0.00076857,0,0.00299192,0.00041173,0.00308799,25,1211
"Incheon, Incheon, South Korea",0,0.75,0,0.20826337,0.13598997,0.03638913,0.00489331,0.00428488,0,0.0023172,0.00072494,0,0.07552266,0.00072494,0.08919285,0.00172172,0.00770243,0.00081555,0.24277543,0.00309392,0.00072494,0.10707026,0.00081555,0,0,0.00075083,0.02442771,0.00652441,0.01016203,0.01016203,0.01016203,0.01016203,0.04613691,0.04915316,0.00460851,0.00120391,0.00793545,0.00793545,0.00130747,0.00785777,0.00244665,0.05304968,0.00095795,0,0.00355995,0.00405187,0.00095795,0.41474029,0,0,0,0.21442531,0.00308097,0.00380591,0.00657619,0.13332325,0,0.03545707,0.00379296,0.00200652,0.00375413,0.1066819,0.00146282,0.07600163,0.05740576,0.24277543,0.00796134,0.00309392,0,0.00077672,0.00059548,0.00142398,0.0009709,0.02756046,0.37593039,0.062066055,0.00067315,0,0.4174329,0.00251138,0.00142398,0.00072494,0.00072494,0.00103562,0,0.219228,0.00616194,0.00143692,0.06349651,0.0023172,0.00365056,0.00125569,0.00076377,0.219228,0.00365056,0.19029534,0.00249844,0.00243371,0.0009709,0.0009709,0,0.00376707,0.00038836,0.00367645,26,846
"Glyfada, Attiki, Greece",0,0,0,0.35786267,0.01439098,0.17472643,0.00470226,0.00411448,0,0.00220257,0.00072343,0,0.00418553,0.0010916,0.35479457,0.03478897,0.00740218,0.00076218,0.27953257,0.00296475,0.0010916,0.06641297,0.00076218,0,0,0.00082677,0.00716966,0.07677344,0.00992125,0.00992125,0.00992125,0.00992125,0.04592455,0.04892159,0.00459891,0.0012014,0.00773806,0.00773806,0.0012014,0.00756366,0.0024351,0.05831965,0.00085907,0.00015502,0.0035267,0.00396592,0.00085907,0.0190997,0.75,0,0,0.02066282,0.00308101,0.00369463,0.04087349,0.0112583,0,0.20303688,0.00379152,0.00199588,0.06026386,0.32013478,0.00145331,0.00587783,0.06440417,0.27953257,0.00778973,0.00296475,0.00076218,0.0007428,0.000633,0.00136934,0.00096887,0.0034621,0.48289887,0.005613,0.00083969,0.00076218,0.01017316,0.0024351,0.00136934,0.0010916,0.0010916,0.00154374,0,0.01534048,0.00606514,0.00143393,0.35301831,0.00220257,0.0036365,0.00125308,0.00076218,0.01534048,0.00343627,0.01349962,0.00258366,0.00242864,0.00096887,0.00096887,0.00015502,0.00360421,0.00039401,0.00359775,11,239
"Nuremberg, BY, Germany",0,0,0,0.16861271,0.06982465,0.0104985,0.00387956,0.00344274,0,0.00180651,0.00069595,0,0.01642149,0.00083662,0.17927409,0.00442003,0.09564888,0.00063672,0.21291668,0.00251727,0.00083662,0.09022935,0.00063672,0.75,0,0.00068855,0.00598962,0.03105868,0.09367208,0.09367208,0.09367208,0.09367208,0.00346495,0.0035612,0.00386475,0.01191261,0.75,0.38409108,0.00099951,0.00641904,0.00199161,0.0037537,0.00065893,0,0.00293188,0.00333909,0.00065893,0.10684333,0,0,0,0.270999,0.00265054,0.00309476,0.16029832,0.03107349,0,0.00809229,0.00325764,0.00166584,0.09021454,0.07870173,0.00166584,0.0976701,0.03425339,0.21291668,0.01246049,0.00251727,0,0.00062932,0.00051086,0.00116239,0.00082922,0.0307107,0.2846737,0.097733035,0.00057749,0,0.16223069,0.00542694,0.00116239,0.00083662,0.00083662,0.0011846,0,0.11800817,0.01883511,0.00129565,0.03286519,0.00180651,0.00301332,0.00108095,0.00065893,0.11800817,0.00301332,0.06440511,0.00208785,0.00199161,0.00082922,0.00082922,0,0.03935827,0.00022211,0.00307255,43,1176
"Chester, VA, United States of America",0,0,0,0.01797359,0.01560245,0.0431511,0.00526719,0.00443457,0,0.00235304,0.00066971,0,0.11238472,0.00101362,0.32151551,0.00179193,0.00798223,0.00085071,0.17551854,0.00316755,0.00101362,0.16304744,0.00085071,0,0,0.00083261,0.00769263,0.05154964,0.07949649,0.07949649,0.07949649,0.07949649,0.00439837,0.00452507,0.00472418,0.00123082,0.00834424,0.00834424,0.00123082,0.00863384,0.00244354,0.02905097,0.00079641,0,0.00376486,0.00419927,0.00079641,0.02056193,0,0,0,0.18972727,0.00360196,0.00398207,0.08427497,0.0121453,0.75,0.01037147,0.00398207,0.00204533,0.00392776,0.56306392,0.00204533,0.14561686,0.068817315,0.17551854,0.00834424,0.00316755,0,0.00081451,0.00061541,0.00141182,0.00101362,0.15473941,0.38553625,0.115262665,0.00094122,0,0.01100498,0.00262454,0.00141182,0.00101362,0.00101362,0.00144802,0,0.10910857,0.00646181,0.00142992,0.25724137,0.00235304,0.00396396,0.00141182,0.00088691,0.10910857,0.00396396,0.21664241,0.00267884,0.00242544,0.00101362,0.00101362,0,0.00394586,0.00054301,0.00385536,13,680
"Aberdeen, MD, United States of America",0,0,0,0.01825384,0.01549219,0.01358373,0.00523142,0.00440068,0,0.07182539,0.00083074,0,0.0045354,0.00125734,0.38672103,0.00186355,0.00792572,0.00087565,0.15108255,0.00330051,0.00125734,0.22504092,0.00087565,0,0,0.00078584,0.007791,0.08487027,0.01073227,0.01073227,0.01073227,0.01073227,0.04324342,0.04596017,0.00480483,0.00125734,0.00832986,0.00832986,0.00152677,0.51505924,0.00242487,0.00482728,0.00098791,0,0.00379446,0.00435578,0.00098791,0.23155214,0,0,0,0.02234019,0.00356994,0.00395163,0.0068929,0.01203451,0.75,0.0104853,0.00493954,0.00220034,0.00395163,0.33586623,0.00253713,0.00626423,0.073284805,0.15108255,0.00835231,0.00330051,0,0.00078584,0.00065112,0.0014145,0.00125734,0.00390673,0.52457908,0.006050935,0.00058376,0,0.01115887,0.00267184,0.0014145,0.00125734,0.00125734,0.0017962,0,0.01661481,0.00666838,0.00143696,0.0192642,0.07182539,0.00422106,0.00130224,0.00087565,0.01661481,0.00350258,0.01439202,0.00267184,0.00242487,0.00125734,0.00125734,0,0.00381692,0,0.00399654,11,624
"Corbin, KY, United States of America",0,0,0,0.01865356,0.12345897,0.01398695,0.18684497,0.11364877,0,0.00251378,0.00096684,0,0.12405196,0.00072191,0.44375358,0.00192079,0.00823747,0.00091528,0.21224062,0.09074112,0.00072191,0.07479471,0.00091528,0,0,0.00090238,0.00800543,0.00711594,0.01099619,0.01099619,0.01099619,0.01099619,0.00452481,0.00470529,0.2014378,0.00136647,0.00862421,0.00862421,0.00130201,0.00837928,0.00243644,0.004976,0.00095395,0,0.05922215,0.00443457,0.00095395,0.06253518,0,0,0,0.02301078,0.00358375,0.201296,0.11090294,0.12066158,0.75,0.01073837,0.00473107,0.00217861,0.00413807,0.59867995,0.00145671,0.06682795,0.0829355,0.21224062,0.00866288,0.09074112,0,0.00083793,0.00067034,0.00152116,0.00121177,0.00386736,0.04170301,0.00618133,0.00100551,0,0.01139582,0.00270715,0.00152116,0.00072191,0.00072191,0.0010313,0,0.19687432,0.0067421,0.00163718,0.15617682,0.00251378,0.00403494,0.00137936,0.00088949,0.19687432,0.00403494,0.01477331,0.00286185,0.00242355,0.00121177,0.00121177,0,0.00407362,0.00038674,0.00397049,10,369
"Rouen, Seine-Maritime, France",0,0,0,0.27813682,0.04216625,0.0269987,0.00479844,0.00422112,0,0.00230925,0.00070477,0,0.00431859,0.00084722,0.16154233,0.00176942,0.00760252,0.00082473,0.11193101,0.03817006,0.00084722,0.03484114,0.00082473,0.75,0,0.00086972,0.00740009,0.00658285,0.01023416,0.01023416,0.01023416,0.01023416,0.00425111,0.00439357,0.00480593,0.00395871,0.24013921,0.24013921,0.00126709,0.00780496,0.00242171,0.0045885,0.00089221,0.00017994,0.00362132,0.00408617,0.00089221,0.06210975,0,0,0,0.28124831,0.00327643,0.00379376,0.10020483,0.03900978,0,0.00995675,0.00384625,0.05198055,0.51439229,0.07036456,0.00168695,0.07870934,0.01015169,0.11193101,0.15654146,0.03817006,0.00088471,0.00078724,0.04131153,0.00140954,0.00098218,0.00366631,0.40162906,0.036509345,0.00077975,0.00088471,0.4104087,0.02359481,0.00140954,0.00084722,0.00084722,0.00119961,0,0.05026361,0.00623797,0.0015445,0.05893079,0.00230925,0.00374878,0.00131207,0.00081723,0.05026361,0.00351635,0.01390047,0.00266913,0.00242171,0.00098218,0.00098218,0.00017994,0.00382375,0.00045735,0.00373378,20,491
"Utrecht, N/A, Netherlands",0,0,0,0.29241613,0.01479165,0.01287638,0.00471175,0.00429812,0,0.00233789,0.00084524,0,0.03211902,0.00101608,0.36730954,0.00175342,0.0075352,0.0007733,0.21154311,0.11756891,0.00101608,0.03736129,0.0007733,0.75,0,0.00083625,0.00735536,0.07112582,0.01012486,0.01012486,0.01012486,0.01012486,0.0042082,0.0043251,0.00469376,0.00123189,0.12321581,0.12321581,0.00121391,0.00779597,0.00241882,0.00455889,0.00080028,0,0.04273843,0.00405534,0.00080028,0.01955735,0,0,0,0.24383297,0.0032191,0.00375861,0.053187,0.01157256,0,0.00990906,0.00395643,0.00202317,0.02381051,0.09558375,0.00202317,0.00617743,0.05923405,0.21154311,0.04816953,0.11756891,0,0.00076431,0.00062044,0.00141173,0.00100709,0.0035428,0.36062857,0.09404164,0.00070137,0,0.01043958,0.00247277,0.00141173,0.00101608,0.00101608,0.0014387,0,0.15597325,0.00619541,0.00142971,0.1089367,0.00233789,0.0036597,0.00131282,0.00080028,0.15597325,0.0036597,0.01364069,0.00267059,0.00241882,0.00100709,0.00100709,0,0.00371365,0.00026976,0.00373163,13,398
"Florence, SC, United States of America",0,0,0,0.01452444,0.05591268,0.05935741,0.00375322,0.02645248,0,0.00208227,0.00048843,0,0.00370181,0.00143959,0.33619587,0.01416455,0.0062468,0.00061697,0.33773829,0.03141393,0.00143959,0.0324165,0.00061697,0,0,0.00059126,0.00622109,0.0231877,0.03920314,0.03920314,0.03920314,0.03920314,0.00347044,0.00370181,0.00365039,0.00192802,0.00665811,0.00665811,0.00087404,0.19843217,0.00208227,0.02084836,0.00077121,0,0.00311054,0.03347049,0.00077121,0.30028322,0,0,0,0.18802084,0.00305913,0.00321337,0.00570695,0.053779,0.75,0.02362471,0.00377893,0.00179949,0.06141397,0.52861261,0,0.00524422,0.08192814,0.33773829,0.00665811,0.03141393,0,0.00064267,0.00059126,0.00120823,0.00095116,0.048252,0.35714706,0.00501286,0.00066838,0,0.10724952,0.00208227,0.00120823,0.00143959,0.00143959,0.00205656,0,0.03992294,0.00519281,0.00123394,0.07691528,0.00208227,0.00321337,0.00100257,0.00077121,0.03992294,0.00321337,0.10141403,0.00228792,0.00208227,0.00095116,0.00095116,0,0.00311054,0,0.00303342,33,2359
"Sierra Vista, AZ, United States of America",0,0,0,0.09512353,0.01591643,0.01387624,0.00523547,0.00459041,0,0.07892207,0.00084008,0,0.07196145,0.00084008,0.26157844,0.00192017,0.00826574,0.04678919,0.23181578,0.0033153,0.00084008,0.14786825,0.04678919,0,0,0.00087008,0.0245422,0.03391804,0.07817201,0.07817201,0.07817201,0.07817201,0.00459041,0.00462041,0.12469118,0.01174605,0.00852076,0.00852076,0.00127511,0.00846076,0.00243022,0.00496545,0.00088508,0,0.00391535,0.0044104,0.00088508,0.15892424,0,0,0,0.10782966,0.00357032,0.07826201,0.00714064,0.01246612,0.75,0.01068096,0.00439539,0.00232521,0.00403536,0.56652577,0.00169515,0.0066906,0.101386585,0.23181578,0.05341979,0.0033153,0,0.00082507,0.00069006,0.00153014,0.0011251,0.00378034,0.17257547,0.006293065,0.00078007,0,0.011191,0.00267024,0.00153014,0.00084008,0.00084008,0.00120011,0,0.26705393,0.26268854,0.00166515,0.17844099,0.07892207,0.00375034,0.00130512,0.03096278,0.26705393,0.00375034,0.21292908,0.00289526,0.00241522,0.0011251,0.0011251,0,0.00400536,0.00045004,0.00409537,17,696
"Calais, Pas-de-Calais, France",0,0,0,0.48193808,0.09844289,0.08554703,0.00455609,0.06949437,0,0.10433111,0.00062688,0,0.08111408,0.00062688,0.26124196,0.00166795,0.00715317,0.0007948,0.15423541,0.11870462,0.00062688,0.21883786,0.0007948,0.75,0,0.0007836,0.00695168,0.00617927,0.00968309,0.00968309,0.00968309,0.00968309,0.03687411,0.03926969,0.00452251,0.0011866,0.007489,0.007489,0.00113063,0.00727631,0.10431991,0.00438818,0.00082838,0,0.00340308,0.07365866,0.00082838,0.2605703,0,0,0,0.26110763,0.00311202,0.00361577,0.08102452,0.09592417,0,0.08136035,0.00410832,0.00189184,0.00359338,0.0769274,0.00126496,0.12292488,0.07876327,0.15423541,0.00752259,0.11870462,0,0.00072763,0.00058211,0.00132093,0.00105227,0.00352621,0.244193,0.00536768,0.00087316,0,0.22425591,0.00235081,0.00132093,0.00062688,0.00062688,0.00089555,0,0.01493323,0.00598896,0.00142168,0.01742956,0.10433111,0.00350382,0.00119779,0.00077241,0.01493323,0.00350382,0.0132093,0.00248514,0.00240678,0.00105227,0.00105227,0,0.00353741,0.00033583,0.00358218,13,463
"Rosenberg, TX, United States of America",0,0,0,0.01603267,0.01384595,0.01207669,0.00463188,0.00401562,0,0.00209727,0.00074548,0,0.00415478,0.00055662,0.02813918,0.00164998,0.00723607,0.00077529,0.02111184,0.00292226,0.00055662,0.07448782,0.00077529,0,0,0.00080511,0.00689813,0.00613277,0.18841621,0.18841621,0.18841621,0.18841621,0.00393611,0.00410508,0.00448279,0.00117288,0.00743487,0.00743487,0.00117288,0.00732553,0.0024054,0.00433369,0.00088463,0,0.00335961,0.00385659,0.00088463,0.14076548,0,0,0,0.36147565,0.00316081,0.00357828,0.00620235,0.01079447,0.75,0.00928364,0.00364786,0.00195811,0.00349876,0.24602649,0.00112318,0.00572525,0.12190994,0.02111184,0.00748457,0.00292226,0,0.00069578,0.00056656,0.00132198,0.00093433,0.00329003,0.48961776,0.005362445,0.00077529,0,0.00961165,0.0023557,0.00132198,0.00055662,0.00055662,0.00079517,0,0.0147107,0.11001217,0.00142137,0.19123908,0.00209727,0.00341924,0.001153,0.00078523,0.0147107,0.00341924,0.53820282,0.0025048,0.0024054,0.00093433,0.00093433,0,0.00337949,0.00029819,0.00352858,10,312
"Palenque, CHIS, Mexico",0,0,0,0.10108335,0.01496156,0.01305787,0.02174902,0.00431502,0.00055465,0.00228912,0.00079438,0,0.00439963,0.0010623,0.03044017,0.00177207,0.00766645,0.00080848,0.15357337,0.0031117,0.0010623,0.01656912,0.00080848,0,0,0.00081788,0.00747373,0.05344421,0.01032221,0.01032221,0.01032221,0.01032221,0.00427272,0.00442783,0.00479917,0.00125502,0.21300596,0.21300596,0.00126912,0.47004581,0.00240664,0.00463935,0.29723347,0.00011281,0.00365696,0.0041176,0.29723347,0.1025781,0,0,0.00050295,0.1918445,0.00336083,0.00386378,0.00666525,0.01172294,0.75,0.01004488,0.00378857,0.0020494,0.00384027,0.28559514,0.00211521,0.0061999,0.04472016,0.15357337,0.00806599,0.0031117,0.00055465,0.00079908,0.19918191,0.00143834,0.00096829,0.17119069,0.15334305,0.00584502,0.00085548,0.00055465,0.36795656,0.00253355,0.00143834,0.0010623,0.0010623,0.00149945,0,0.08136023,0.00631272,0.00156525,0.25245691,0.00228912,0.00367576,0.07650936,0.00083668,0.08136023,0.00367576,0.01394626,0.00265106,0.00240193,0.00096829,0.00096829,0.00011281,0.00376507,0.00042774,0.00378857,11,139
"Jackson, TN, United States of America",0,0,0,0.11228166,0.14786401,0.01051966,0.00400375,0.00335609,0,0.00190374,0.00072617,0,0.00339534,0.00109907,0.11824803,0.00147197,0.09605077,0.00060841,0.22069695,0.00253178,0.00109907,0.06853479,0.00060841,0,0,0.00068692,0.00600563,0.00535796,0.04688706,0.04688706,0.04688706,0.04688706,0.00353272,0.0035916,0.00372898,0.02414026,0.00651591,0.00651591,0.00100094,0.0068103,0.00211963,0.00378786,0.00058879,0,0.00294393,0.0562684,0.00058879,0.21845956,0,0,0,0.23920448,0.00233552,0.03010664,0.04445341,0.12711909,0.75,0.00812526,0.29209717,0.04608239,0.04121508,0.47717251,0.00221776,0.00510282,0.122830755,0.22069695,0.00651591,0.00253178,0,0.00058879,0.0004514,0.00123645,0.00072617,0.09224328,0.45008832,0.00470048,0.00051028,0,0.00867479,0.04060667,0.00123645,0.00109907,0.00109907,0.0015701,0,0.09267506,0.00514207,0.00125608,0.28326537,0.00190374,0.00306169,0.00113832,0.00058879,0.09267506,0.00245328,0.12441067,0.00233552,0.00211963,0.00072617,0.00072617,0,0.00286543,0,0.00302244,23,1447
"Preston, England, United Kingdom",0,0,0,0.10078386,0.12947044,0.01308667,0.00479802,0.10801897,0,0.00227208,0.00071082,0,0.12232418,0.00071082,0.1930252,0.00178974,0.00783169,0.00079967,0.37818063,0.00314791,0.00071082,0.22092481,0.00079967,0.75,0,0.00088852,0.00747628,0.07208457,0.07900236,0.07900236,0.07900236,0.07900236,0.00422683,0.00439184,0.00482341,0.00125663,0.00806017,0.00806017,0.00128201,0.00825057,0.00239901,0.00462032,0.0009393,0,0.07473745,0.03997083,0.0009393,0.23203134,0,0,0,0.37788868,0.0035287,0.00382065,0.07038369,0.12681757,0,0.01007839,0.0037191,0.00214515,0.03255801,0.16619182,0.00143433,0.00613081,0.08166158,0.37818063,0.07940854,0.00314791,0,0.00076159,0.00066005,0.00139625,0.00095199,0.00360486,0.2237427,0.005705585,0.00066005,0,0.01052265,0.01237585,0.00139625,0.00071082,0.00071082,0.00101545,0,0.21390548,0.0063339,0.00161203,0.19362178,0.00227208,0.00357948,0.00135817,0.00087583,0.21390548,0.00357948,0.20755889,0.00264018,0.00238632,0.00095199,0.00095199,0,0.00369372,0.0003808,0.00375718,16,575
"Jonesboro, AR, United States of America",0,0,0,0.20756182,0.21474399,0.0133194,0.00470962,0.00432696,0,0.0951049,0.00082418,0,0.11597441,0.00082418,0.25183225,0.00182498,0.00778559,0.00080947,0.26415085,0.00310541,0.00082418,0.01689576,0.00080947,0,0,0.00085362,0.00759426,0.11248635,0.08406673,0.08406673,0.08406673,0.08406673,0.00437112,0.00453301,0.00488623,0.00128043,0.00819768,0.00819768,0.00125099,0.00830071,0.00238425,0.03474817,0.00086834,0,0.00369411,0.02911134,0.00086834,0.02032496,0,0,0,0.04940687,0.00350278,0.00398846,0.00685839,0.21275712,0.75,0.01027286,0.00431225,0.00207518,0.00395903,0.5505841,0.00166309,0.0062844,0.08859238,0.26415085,0.0082124,0.00310541,0,0.00080947,0.00067701,0.00150119,0.00110382,0.00370883,0.31582422,0.005953255,0.00076531,0,0.01056721,0.00261973,0.00150119,0.00082418,0.00082418,0.00117741,0,0.12353924,0.00647573,0.00163365,0.31330752,0.0951049,0.00367939,0.00128043,0.00086834,0.12353924,0.00367939,0.01439378,0.00261973,0.00236953,0.00110382,0.00110382,0,0.1425249,0.00044153,0.00384128,16,623
